"# total is calibrated WITHIN k (the normalisation caps are pair-fitted); compare rows by percentile_within_k, never a triple's total against a pair's. deduped_into names the better combination that makes the same claim with an interchangeable part; blank means this row is the family representative."
rank,k,ids,parts,usd,total,percentile_within_k,synergy,emergent_keys,new_route_keys,multiplicity_incidental_keys,shared_phenomena,shared_kinds,compensation_channels,compensation_source,compensation_doubtful,failure_independence,tau_decades,time_mode,tau_confidence,tau_lower_bound,novelty,esp32_verdict,boards_that_fit,family_signature,deduped_into,equivalent_swaps,reasoning,confound
25,2,S015|S343,SHT31 weatherproof probe|Omron D6T-32L 1024-pixel thermopile array,212.0,0.559,99.969,7.0,black-ice-risk|condensation-risk,sky-clear,,,,S343>S015:sunlight-ir@1|S015>S343:self-heating@1,prose,0,0.825,0.0,separated,high,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S015+S343,,,"SHT31 weatherproof probe + Omron D6T-32L 1024-pixel thermopile array: Omron D6T-32L 1024-pixel thermopile array measures `temperature-remote`, which is exactly what fools SHT31 weatherproof probe (sunlight and ambient infrared), plus 1 further correction channel(s); together they reach `black-ice-risk`, `condensation-risk`, which no member reaches alone; their time constants differ by 0.0 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (sunlight and ambient infrared), so agreement between them is NOT independent confirmation. Condensation forecaster: Emissivity: a shiny surface lies to the IR thermometer by 20× (Anti-Catalog II). Put a strip of matt tape at the cold spot and aim at that. The correction is only as good as the co-location — Omron D6T-32L 1024-pixel thermopile array must sit in the same air/on the same surface as SHT31 weatherproof probe or it is correcting a different place."
26,2,S013|S038,BME280 climate combo|MH-Z19C budget NDIR CO2,24,0.55815,99.968,6.0,radon-risk-rising|window-open-state,,,,,S013>S038:barometric-pressure@1|S013>S038:self-heating@1,prose,0,0.429,1.778,separated,high,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S013+S037,,S013+S039,"BME280 climate combo + MH-Z19C budget NDIR CO2: BME280 climate combo measures `pressure-absolute`, which is exactly what fools MH-Z19C budget NDIR CO2 (barometric pressure and altitude change), plus 1 further correction channel(s); together they reach `radon-risk-rising`, `window-open-state`, which no member reaches alone; their time constants differ by 1.8 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (barometric pressure and altitude change, part-to-part tolerance and per-unit calibration, self-heating of the sensor or its own board), so agreement between them is NOT independent confirmation. Window-state inferencer: A door to a well-ventilated hallway mimics it; mechanical ventilation kicking in mimics it too. Fingerprint each room's baseline first. The correction is only as good as the co-location — BME280 climate combo must sit in the same air/on the same surface as MH-Z19C budget NDIR CO2 or it is correcting a different place."
27,2,S023|S289,BME688 gas + climate AI|INIR NDIR methane module,145.0,0.55744,99.967,0.0,,,,gas-concentration,differential,S023>S289:ethanol-voc@1|S023>S289:humidity@1|S023>S289:temperature-drift@1,prose,0,0.562,3.76,separated,high,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S023+S289,,,"BME688 gas + climate AI + INIR NDIR methane module: BME688 gas + climate AI measures `voc-index`, which is exactly what fools INIR NDIR methane module (ethanol, solvents and general vocs), plus 2 further correction channel(s); both read `gas-concentration` but through different physics (Chemiresistive (MOX) vs Catalytic combustion/NDIR), so the disagreement between them is itself the measurement; their time constants differ by 3.8 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (ethanol, solvents and general vocs, ambient humidity and condensation), so agreement between them is NOT independent confirmation. The correction is only as good as the co-location — BME688 gas + climate AI must sit in the same air/on the same surface as INIR NDIR methane module or it is correcting a different place."
28,2,S012|S329,SHT41 humidity + temp|FLIR Lepton 3.1R radiometric thermal module,186.0,0.55467,99.966,7.0,black-ice-risk|condensation-risk,sky-clear,,,,S012>S329:temperature-drift@1,prose,0,0.9,1.653,separated,high,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S012+S329,,S014+S329,"SHT41 humidity + temp + FLIR Lepton 3.1R radiometric thermal module: SHT41 humidity + temp measures `temperature-contact`, which is exactly what fools FLIR Lepton 3.1R radiometric thermal module (ambient temperature drift / temperature coefficient); together they reach `black-ice-risk`, `condensation-risk`, which no member reaches alone; their time constants differ by 1.7 decades, scored as `separated` (a slow reference disciplining a fast channel).",Condensation forecaster: Emissivity: a shiny surface lies to the IR thermometer by 20× (Anti-Catalog II). Put a strip of matt tape at the cold spot and aim at that. The correction is only as good as the co-location — SHT41 humidity + temp must sit in the same air/on the same surface as FLIR Lepton 3.1R radiometric thermal module or it is correcting a different place.
29,2,S036|S223,SCD41 true CO2|Tire pressure TPMS receivers,35,0.55383,99.965,8.75,air-density|radon-risk-rising|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active,,temperature-contact,unverified,S223>S036:barometric-pressure@0.35?,prose,1,1.0,1.079,separated,medium,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S036+S223,,,"SCD41 true CO2 + Tire pressure TPMS receivers: Tire pressure TPMS receivers measures `pressure-absolute`, which is exactly what fools SCD41 true CO2 (barometric pressure and altitude change); they share `temperature-contact` but the transduction mechanism is unreadable on at least one side, so it is scored as redundancy, not as a differential pair; together they reach `air-density`, `radon-risk-rising`, which no member reaches alone; `soil-water-volumetric`, `thermal-time-constant`, `wet-bulb-heat-stress` also fire, but only because two parts happen to carry the same capability — two copies of one part would do the same, so that is discounted; their time constants differ by 1.1 decades, scored as `separated` (a slow reference disciplining a fast channel).","Wet-bulb heat-stress meter: The wick must stay wet and ventilated; a dry wick silently converges to the dry bulb and the danger signal disappears exactly when it matters. The correction is only as good as the co-location — Tire pressure TPMS receivers must sit in the same air/on the same surface as SCD41 true CO2 or it is correcting a different place. 1 of 1 channel(s) are flagged `co_location: doubtful` and attenuated — no shared environment (['Indoor'] vs ['Harsh', 'Outdoor'])."
30,2,S089|S378,MAX9814 AGC mic amp|INA700 power monitor with on-die shunt,11.0,0.55333,99.96,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,S378>S089:mains-hum@1,prose,0,1.0,,unknown,none,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S089+S378,,,"MAX9814 AGC mic amp + INA700 power monitor with on-die shunt: INA700 power monitor with on-die shunt measures `voltage`, which is exactly what fools MAX9814 AGC mic amp (mains hum, 50/60 hz pickup and supply ripple); together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; time constants are `unknown` for at least one member, so nothing is claimed about their timing.","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. The correction is only as good as the co-location — INA700 power monitor with on-die shunt must sit in the same air/on the same surface as MAX9814 AGC mic amp or it is correcting a different place. And at least one time constant is unknown, so the two channels may not even be comparable in time."
31,2,S089|S381,MAX9814 AGC mic amp|BL0940 calibration-free mains metering IC,8.5,0.55333,99.96,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,S381>S089:mains-hum@1,prose,0,1.0,,unknown,none,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S089+S381,,,"MAX9814 AGC mic amp + BL0940 calibration-free mains metering IC: BL0940 calibration-free mains metering IC measures `voltage`, which is exactly what fools MAX9814 AGC mic amp (mains hum, 50/60 hz pickup and supply ripple); together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; time constants are `unknown` for at least one member, so nothing is claimed about their timing.","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. The correction is only as good as the co-location — BL0940 calibration-free mains metering IC must sit in the same air/on the same surface as MAX9814 AGC mic amp or it is correcting a different place. And at least one time constant is unknown, so the two channels may not even be comparable in time."
32,2,S209|S378,KY-037/038 sound modules|INA700 power monitor with on-die shunt,5.0,0.55333,99.96,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,S378>S209:mains-hum@1,prose,0,1.0,,unknown,none,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S209+S378,,,"KY-037/038 sound modules + INA700 power monitor with on-die shunt: INA700 power monitor with on-die shunt measures `voltage`, which is exactly what fools KY-037/038 sound modules (mains hum, 50/60 hz pickup and supply ripple); together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; time constants are `unknown` for at least one member, so nothing is claimed about their timing.","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. The correction is only as good as the co-location — INA700 power monitor with on-die shunt must sit in the same air/on the same surface as KY-037/038 sound modules or it is correcting a different place. And at least one time constant is unknown, so the two channels may not even be comparable in time."
33,2,S209|S381,KY-037/038 sound modules|BL0940 calibration-free mains metering IC,2.5,0.55333,99.96,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,S381>S209:mains-hum@1,prose,0,1.0,,unknown,none,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S209+S381,,,"KY-037/038 sound modules + BL0940 calibration-free mains metering IC: BL0940 calibration-free mains metering IC measures `voltage`, which is exactly what fools KY-037/038 sound modules (mains hum, 50/60 hz pickup and supply ripple); together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; time constants are `unknown` for at least one member, so nothing is claimed about their timing.","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. The correction is only as good as the co-location — BL0940 calibration-free mains metering IC must sit in the same air/on the same surface as KY-037/038 sound modules or it is correcting a different place. And at least one time constant is unknown, so the two channels may not even be comparable in time."
34,2,S038|S192,MH-Z19C budget NDIR CO2|BMP280 budget barometer,19.5,0.55271,99.958,6.0,radon-risk-rising|window-open-state,,,,,S192>S038:barometric-pressure@1|S192>S038:self-heating@1,prose,0,0.817,3.974,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S016+S037,,S017+S038|S018+S038|S018+S039|S016+S039|S016+S038|S017+S039|S019+S038|S019+S039,"MH-Z19C budget NDIR CO2 + BMP280 budget barometer: BMP280 budget barometer measures `pressure-absolute`, which is exactly what fools MH-Z19C budget NDIR CO2 (barometric pressure and altitude change), plus 1 further correction channel(s); together they reach `radon-risk-rising`, `window-open-state`, which no member reaches alone; their time constants differ by 4.0 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (barometric pressure and altitude change), so agreement between them is NOT independent confirmation. Window-state inferencer: A door to a well-ventilated hallway mimics it; mechanical ventilation kicking in mimics it too. Fingerprint each room's baseline first. The correction is only as good as the co-location — BMP280 budget barometer must sit in the same air/on the same surface as MH-Z19C budget NDIR CO2 or it is correcting a different place."
